,A,B,C,D,E,F,G,H,I,J,K,L
5861,35,2,27,5,4,15,32,26,7,31,19,34
5862,5,3,24,4,15,11,36,10,25,13,19,1
5863,21,7,3,5,26,13,32,4,15,35,6,22
5864,12,10,2,1,32,6,23,36,16,22,25,3
5865,8,25,19,11,12,28,27,24,31,29,5,32
5866,17,2,19,10,35,21,22,14,31,28,34,7
5867,18,14,23,10,17,4,16,3,13,28,15,36
5868,11,35,24,33,34,4,1,10,23,19,9,16
5869,25,19,9,21,28,24,33,2,17,6,13,3
5870,27,11,17,12,25,24,18,29,13,31,16,33
5871,20,19,32,3,35,16,36,6,24,12,31,28
5872,35,1,28,2,25,21,36,26,23,8,5,15
5873,2,1,14,19,12,31,33,23,16,36,21,6
5874,13,24,7,10,4,16,14,27,26,20,36,6
5875,28,19,20,25,2,5,31,16,13,35,8,26
5876,10,9,18,28,24,3,35,8,4,11,1,7
5877,14,5,7,13,15,6,17,10,16,24,35,25
5878,11,28,31,22,21,3,17,7,13,15,26,34
5879,15,26,20,6,17,35,1,4,21,7,24,23
5880,20,22,28,24,1,34,26,6,15,4,25,13
5881,4,34,9,33,15,11,8,2,22,10,13,24
5882,36,21,17,28,11,24,32,33,1,3,14,22
5883,30,33,19,16,5,34,11,35,21,7,12,24
5884,8,33,32,25,11,18,28,16,12,23,7,19
5885,31,18,15,8,17,26,16,36,14,35,25,29
5886,4,5,10,35,21,30,19,31,13,14,17,9
5887,23,22,17,14,19,28,21,2,4,6,32,26
5888,27,23,17,12,29,32,1,34,35,16,30,22
5889,10,30,25,12,36,28,11,14,35,20,22,13
5890,26,19,16,24,11,34,6,25,7,21,33,2
5891,6,10,1,36,34,22,13,3,27,21,12,32
5892,11,15,4,30,24,26,3,22,27,5,21,17
5893,35,9,16,30,2,18,20,33,7,8,12,34
5894,26,31,21,18,2,4,15,14,35,30,29,11
5895,25,3,30,10,8,34,32,12,31,7,20,2
5896,22,9,36,35,23,19,12,13,33,17,8,27
5897,36,17,24,29,18,25,33,5,6,1,27,14
5898,6,36,11,24,14,21,32,2,16,13,15,31
5899,28,7,3,11,35,29,36,1,22,21,10,33
5900,5,26,36,33,8,27,13,7,20,22,31,12
5901,6,34,16,10,22,2,24,28,25,30,15,5
5902,10,29,15,16,13,33,28,9,20,21,19,35
5903,4,26,20,2,36,3,27,12,34,18,19,25
5904,11,9,21,31,28,32,6,4,34,24,33,5
5905,27,8,35,7,17,18,14,9,20,32,2,4
5906,25,21,36,13,27,17,28,1,19,22,6,15
5907,26,15,35,31,17,9,27,30,14,3,36,25
5908,15,36,13,20,2,27,35,1,32,22,10,18
5909,7,34,24,27,19,28,15,32,14,26,21,31
5910,20,22,19,11,28,27,15,10,30,5,2,8
5911,9,28,18,29,3,8,32,21,2,30,22,10
5912,6,13,15,12,11,30,10,9,32,22,25,28
5913,20,10,11,18,25,19,2,30,23,12,5,22
5914,12,29,4,24,14,3,8,15,35,6,16,13
5915,17,27,6,25,4,31,35,26,34,14,32,5
5916,6,29,35,21,30,4,7,16,25,22,27,3
5917,28,1,22,20,17,3,14,12,11,32,35,30
5918,1,33,31,35,2,4,17,34,7,9,22,14
5919,6,7,21,15,30,5,20,16,14,26,31,29
5920,8,13,23,11,5,29,27,15,33,4,20,25
5921,9,17,28,10,25,33,5,26,15,27,11,4
5922,27,21,14,23,28,18,30,1,36,9,31,33
5923,19,26,10,34,24,29,4,23,25,13,21,35
5924,17,8,15,23,9,13,14,34,16,26,20,11
5925,15,18,22,24,28,27,35,8,12,9,20,7
5926,8,9,24,23,18,19,29,11,3,16,2,26
5927,36,33,26,21,29,16,23,15,14,22,3,34
5928,23,33,7,18,35,14,12,6,17,24,8,20
5929,19,4,32,8,36,13,31,20,28,6,12,10
5930,27,7,12,5,28,8,11,33,15,32,30,6
5931,22,5,28,18,7,15,9,29,26,20,12,11
5932,26,13,30,20,18,36,11,10,6,33,25,3
5933,23,27,5,6,3,15,21,30,24,28,18,13
5934,1,15,17,9,16,13,2,28,18,35,14,7
5935,13,16,23,9,2,11,19,4,35,25,31,27
5936,3,35,31,13,18,7,27,33,6,1,12,29
5937,3,2,26,9,35,10,23,17,32,34,22,14
5938,16,32,28,29,7,11,33,3,8,6,23,1
5939,12,5,9,18,6,24,36,16,11,10,33,8
5940,2,31,16,35,1,21,11,20,3,5,28,9
5941,21,17,4,14,32,15,5,13,10,24,22,25
5942,24,4,2,18,27,6,25,11,15,7,32,13
5943,10,36,16,19,23,7,30,2,32,13,3,28
5944,19,12,2,18,6,13,32,31,25,14,20,35
5945,7,2,22,30,9,23,10,36,31,35,33,20
5946,31,7,19,2,9,1,22,34,20,8,14,3
5947,24,9,2,33,28,26,14,21,12,13,31,18
5948,1,15,25,5,11,29,16,27,32,22,19,12
5949,3,22,24,29,10,12,17,11,27,6,9,26
5950,31,5,11,23,35,26,4,21,18,29,1,36
5951,14,6,27,5,15,8,24,12,23,20,26,34
5952,17,31,10,11,36,26,33,34,8,2,20,18
5953,10,22,9,20,14,17,11,19,3,12,8,2
5954,7,32,24,2,16,15,25,11,31,30,14,5
5955,22,10,20,33,2,16,21,6,12,35,25,24
5956,31,20,10,28,33,5,34,3,35,18,13,30
5957,36,4,17,34,8,33,10,1,22,13,30,16
5958,21,31,5,18,29,24,20,16,3,30,25,13
5959,28,1,12,15,22,11,14,18,10,21,36,20
5960,5,29,26,2,8,6,33,25,10,18,24,30
5961,31,7,3,23,16,11,22,21,26,24,10,29
5962,15,6,35,1,30,31,27,33,32,12,19,7
5963,8,21,32,18,5,33,14,20,28,23,24,2
5964,33,1,34,15,3,17,20,14,18,12,4,6
5965,7,10,30,6,31,3,35,11,34,17,24,20
5966,26,35,29,24,4,32,31,25,1,9,14,11
5967,1,26,28,21,24,15,3,16,6,36,30,8
5968,9,27,36,16,6,13,32,10,25,23,8,33
5969,35,25,23,14,21,15,31,5,19,34,28,17
5970,5,22,29,32,31,20,27,36,14,7,35,18
5971,1,10,13,24,7,8,29,16,23,17,19,20
5972,34,36,10,24,2,30,14,18,26,12,20,11
5973,36,35,26,31,13,7,27,16,24,20,10,5
5974,5,23,21,18,14,25,15,4,35,12,30,33
5975,9,12,8,4,6,20,36,22,26,27,33,30
5976,31,27,24,23,12,4,19,9,6,8,32,22
5977,16,4,17,36,10,3,28,5,1,30,24,15
5978,33,3,36,12,9,21,16,14,25,27,30,4
5979,31,1,22,4,20,3,5,23,34,17,21,24
5980,10,5,13,26,33,20,31,11,1,22,16,21
5981,8,5,20,18,21,16,35,25,22,34,7,30
5982,15,29,17,26,5,28,16,36,25,34,18,4
5983,21,18,36,20,15,16,35,17,4,3,13,23
5984,17,33,12,26,19,23,7,8,28,15,29,35
5985,31,22,2,35,34,32,16,4,25,7,30,27
5986,6,10,9,35,14,24,5,13,11,34,32,36
5987,36,32,26,16,4,31,15,33,20,29,5,30
5988,20,21,15,23,12,35,3,5,24,2,4,7
5989,34,2,12,7,32,4,22,26,3,19,36,1
5990,2,30,35,29,33,20,9,11,36,1,22,19
5991,30,3,6,10,23,5,14,25,4,19,7,35
5992,29,7,12,31,22,32,13,11,14,15,21,1
5993,36,25,9,1,2,30,21,28,18,24,29,27
5994,12,9,1,6,16,36,15,14,28,20,33,2
5995,14,27,4,33,12,9,16,1,29,3,18,8
5996,2,33,34,11,22,8,25,13,28,27,24,10
5997,7,5,15,30,19,32,10,31,33,21,17,14
5998,2,21,30,16,10,12,20,32,19,11,27,36
5999,33,6,7,18,31,36,26,27,22,14,25,21
6000,4,31,20,2,13,25,19,36,34,29,28,15
6001,5,18,9,11,35,6,2,22,10,34,36,26
6002,19,18,35,16,25,10,17,33,34,29,30,3
6003,28,11,24,31,7,20,18,32,33,22,26,15
6004,1,8,2,23,18,22,30,10,26,7,27,4
6005,11,30,17,5,24,27,10,14,13,3,15,21
6006,17,3,30,9,23,16,31,11,12,7,34,33
6007,11,25,30,8,3,32,12,15,19,24,33,27
6008,14,7,9,10,13,23,26,1,20,30,27,8
6009,22,9,12,8,7,19,1,11,32,23,15,18
6010,13,19,9,26,3,35,31,20,27,6,15,12
6011,32,6,31,35,29,3,25,4,10,23,21,20
6012,15,28,4,16,22,24,30,1,23,14,12,13
6013,28,9,3,31,19,5,8,24,33,15,34,25
6014,8,19,29,2,24,20,5,31,25,21,35,36
6015,32,14,3,18,23,15,21,24,1,28,11,4
6016,7,28,14,1,23,5,13,15,25,18,3,6
6017,1,7,19,28,10,12,20,33,8,31,25,18
6018,1,36,27,4,29,32,35,22,21,16,6,3
6019,23,20,24,32,34,3,19,27,9,8,21,5
6020,16,3,11,5,35,10,27,18,7,22,25,17
6021,20,7,8,11,33,18,21,27,29,26,23,19
6022,31,14,9,27,35,18,4,22,33,3,10,7
6023,6,12,15,3,8,24,5,31,30,25,29,32
6024,28,1,14,17,21,6,2,3,22,4,26,24
6025,21,27,24,7,23,18,32,3,36,15,11,31
6026,19,23,24,11,27,6,33,7,17,5,31,30
6027,9,31,30,26,12,2,13,28,17,33,15,22
6028,12,21,19,7,10,22,11,32,6,24,29,20
6029,15,22,17,8,31,1,29,11,36,16,3,9
6030,7,29,17,32,36,11,3,33,6,31,8,13
6031,1,25,24,16,30,9,18,8,5,35,34,33
6032,8,31,19,25,9,5,10,34,11,30,14,35
6033,7,36,23,21,29,6,10,1,3,4,24,27
6034,23,16,26,5,20,4,2,14,33,11,18,36
6035,7,5,22,29,21,27,15,16,20,11,31,1
6036,33,36,7,16,17,29,11,23,32,22,25,15
6037,6,7,33,25,29,14,4,32,24,16,27,11
6038,18,33,22,8,12,1,31,25,2,11,15,28
6039,11,15,7,35,31,26,29,8,3,28,34,6
6040,15,4,3,27,26,13,5,18,11,32,19,28
6041,22,9,8,10,24,29,25,15,2,32,11,1
6042,12,14,22,5,29,17,16,31,20,4,3,23
6043,8,19,3,35,29,4,30,10,24,32,27,25
6044,16,36,3,5,34,9,17,21,13,15,29,14
6045,27,28,15,13,17,35,25,12,19,6,18,2
6046,14,32,20,28,4,31,24,30,18,29,27,15
6047,14,34,19,36,5,27,8,33,24,28,17,13
6048,34,33,12,17,7,13,14,21,25,8,28,36
6049,34,3,18,26,17,9,35,16,25,19,29,14
6050,2,13,9,23,3,27,32,34,19,7,8,22
6051,13,22,36,14,10,29,26,9,12,4,16,19
6052,27,30,10,13,5,12,2,18,9,28,34,21
6053,27,4,15,8,14,20,2,22,9,5,30,26
6054,12,32,23,20,34,35,22,16,25,21,18,5
6055,36,28,26,17,33,3,2,1,16,13,7,29
6056,11,4,16,14,27,5,32,24,12,18,19,15
6057,19,1,3,25,27,36,23,11,15,9,29,28
6058,15,16,4,10,5,6,36,11,33,9,24,27
6059,14,31,17,26,20,3,27,7,29,4,12,21
6060,18,35,16,6,27,9,29,7,33,8,25,31
6061,35,18,4,6,14,5,16,21,11,22,34,20
6062,5,33,26,9,23,16,1,14,28,11,2,19
6063,16,3,5,1,12,19,21,30,23,9,29,22
6064,28,7,6,26,20,3,34,36,5,19,33,18
6065,15,5,29,32,3,31,26,13,30,14,33,25
6066,28,20,3,24,25,13,16,1,12,30,2,22
6067,15,22,14,24,23,16,13,30,11,33,26,18
6068,9,33,35,16,18,12,29,19,30,28,31,25
6069,32,31,12,4,23,19,21,16,5,29,27,11
6070,18,13,7,20,9,26,23,8,27,16,34,4
6071,18,10,5,4,6,22,31,26,15,35,34,29
6072,24,31,34,22,1,23,35,3,13,7,25,20
6073,8,11,15,3,10,2,9,12,21,18,22,1
6074,34,26,32,1,19,2,11,21,24,20,35,12
6075,29,13,15,16,19,17,11,12,26,30,24,6
6076,2,29,10,22,27,34,5,16,23,15,31,19
6077,28,17,6,7,30,11,19,18,24,8,35,33
6078,20,25,30,29,7,24,1,4,11,33,19,10
6079,36,2,16,33,31,30,6,13,4,7,1,22
6080,36,31,11,18,1,22,21,32,35,14,24,6
6081,29,18,16,6,28,33,22,24,26,21,25,27
6082,35,31,9,21,33,28,27,4,2,22,1,7
6083,36,18,25,3,8,1,10,19,12,15,2,13
6084,28,22,8,6,31,17,14,9,2,7,11,12
6085,36,10,32,3,12,11,19,27,30,35,25,14
6086,8,26,30,11,9,15,2,3,25,12,34,31
6087,10,36,27,22,3,8,21,9,15,28,34,11
6088,32,36,33,22,10,13,26,11,27,3,19,5
6089,24,5,22,11,20,15,28,10,13,7,3,27
6090,18,28,23,20,33,35,1,15,10,21,27,14
6091,9,12,23,31,8,17,16,20,3,5,35,11
6092,36,26,25,14,24,27,9,19,13,16,1,11
6093,10,8,3,26,7,4,30,14,27,22,32,17
6094,33,31,17,15,32,5,36,24,9,22,16,2
6095,16,1,29,17,32,33,34,19,30,10,21,27
6096,7,28,5,21,15,25,17,2,23,1,11,9
6097,24,20,19,13,26,29,6,36,8,25,9,12
6098,13,22,34,6,31,33,23,20,35,26,7,1
6099,9,25,31,19,3,21,13,7,11,17,23,26
6100,6,26,35,29,10,8,3,25,23,1,5,24
6101,9,36,28,30,23,31,3,8,5,2,17,1
6102,22,18,13,1,34,3,25,8,33,7,15,2
6103,32,2,22,9,16,10,15,25,33,8,23,30
6104,14,26,25,12,5,9,30,17,34,6,27,35
6105,19,23,28,20,1,32,33,27,17,10,34,9
6106,29,25,10,26,22,19,2,1,16,6,28,4
6107,33,10,15,32,21,1,27,34,3,19,31,30
6108,19,3,12,33,9,14,15,27,29,7,36,8
6109,11,25,20,31,28,34,6,7,15,1,32,21
6110,32,14,31,15,23,7,19,20,27,26,33,1
6111,33,22,15,5,36,17,18,28,26,6,19,10
6112,22,24,21,13,8,16,28,19,15,4,20,12
6113,22,34,7,25,3,31,1,36,20,9,19,29
6114,19,28,10,21,30,35,26,9,8,12,1,7
6115,21,9,5,11,20,3,18,17,2,36,30,23
6116,20,7,29,3,15,36,22,25,24,4,18,17
6117,19,2,11,18,34,35,36,26,31,21,4,27
6118,18,36,12,10,13,25,15,34,22,24,20,27
6119,9,1,22,24,33,3,17,8,2,32,16,25
6120,25,1,26,4,21,15,35,27,22,23,10,9
6121,2,31,26,30,18,1,13,24,23,11,22,25
6122,35,2,27,8,16,1,21,6,30,4,10,18
6123,11,36,30,19,20,15,34,22,33,24,21,31
6124,5,6,21,36,33,28,24,34,12,11,8,7
6125,2,22,24,18,3,35,30,11,12,19,16,10
6126,24,23,16,10,17,6,34,18,32,2,36,13
6127,26,35,19,33,1,3,17,8,31,6,21,15
6128,16,18,26,3,10,30,31,4,22,8,36,28
6129,1,12,26,11,3,25,19,2,32,33,22,18
6130,12,4,30,10,8,23,14,9,34,31,1,35
6131,8,16,32,3,20,26,34,14,12,31,23,6
6132,34,15,7,30,19,25,14,23,32,26,11,4
6133,2,31,15,34,27,26,12,30,28,22,21,25
6134,8,29,3,17,31,9,5,28,7,16,21,33
6135,15,16,2,26,17,12,7,9,10,33,20,36
6136,11,28,16,27,34,35,30,7,13,2,17,5
6137,26,14,13,20,28,18,2,11,15,5,34,10
6138,12,28,9,35,13,26,1,25,6,22,15,2
6139,4,26,8,20,19,12,25,1,30,31,2,33
6140,6,16,1,13,31,7,4,26,5,8,24,15
6141,19,36,33,5,20,1,14,23,3,28,4,35
6142,15,1,24,32,17,26,13,35,18,12,23,21
6143,24,11,36,29,7,25,4,5,19,13,15,17
6144,3,15,24,5,28,1,6,29,33,10,21,2
6145,28,6,35,32,1,10,20,2,24,14,36,18
6146,1,18,26,11,32,7,8,35,28,22,12,27
6147,18,1,32,15,23,3,28,10,33,5,34,7
6148,10,14,13,28,19,20,34,2,26,29,22,31
6149,19,35,26,33,22,30,17,23,10,18,8,31
6150,2,9,14,15,12,25,3,4,32,22,13,16
6151,6,25,19,17,9,13,12,34,36,29,1,24
6152,4,9,11,13,2,24,36,35,20,26,6,5
6153,24,9,7,23,13,27,32,1,31,5,15,11
6154,11,21,36,10,33,13,24,3,6,34,32,9
6155,22,3,10,14,5,12,24,29,1,34,11,4
6156,23,17,27,7,14,16,2,15,28,3,34,10
6157,29,6,26,8,11,28,25,12,19,9,22,1
6158,21,5,33,13,17,34,7,8,18,31,12,10
6159,29,18,10,20,15,6,32,33,31,28,30,34
6160,23,32,3,28,5,34,13,16,31,21,10,12
6161,7,30,9,19,27,20,12,11,1,15,34,2
6162,6,30,33,14,8,26,12,31,15,22,10,21
6163,31,22,29,4,9,19,21,2,16,26,35,32
6164,23,22,28,24,20,30,35,11,26,2,32,29
6165,22,9,14,30,20,11,18,2,8,7,28,24
6166,16,5,10,6,27,7,36,29,2,15,4,9
6167,18,30,34,7,4,5,35,8,32,26,9,16
6168,28,11,31,2,34,29,7,13,9,30,22,5
6169,10,16,32,12,22,6,9,30,4,23,2,17
6170,34,14,31,30,33,9,23,25,24,21,4,2
6171,33,25,3,5,8,35,6,20,4,26,28,23
6172,33,35,4,21,15,2,31,5,27,36,29,30
6173,11,7,30,18,22,9,31,14,36,6,27,21
6174,20,17,35,32,15,30,33,18,22,8,14,34
6175,1,33,22,30,25,14,31,24,11,19,34,10
6176,25,11,3,22,12,23,20,26,8,28,5,36
6177,8,2,14,29,33,31,22,6,26,25,3,11
6178,24,26,23,21,33,32,15,7,14,2,22,12
6179,29,13,18,27,5,26,10,15,30,1,11,28
6180,6,18,12,17,7,20,26,21,11,28,15,5
6181,18,17,5,2,1,20,9,25,4,6,35,13
6182,36,4,32,16,10,26,2,30,14,13,33,15
6183,18,19,34,12,9,7,15,30,2,27,31,20
6184,30,29,22,12,21,14,7,33,13,18,28,35
6185,24,9,30,4,12,25,3,8,26,33,35,36
6186,9,21,27,30,11,32,20,34,14,35,10,13
6187,28,30,36,26,15,25,33,20,2,32,27,13
6188,21,27,22,4,14,9,5,30,32,34,11,29
6189,8,19,34,35,1,5,14,30,16,28,7,25
6190,28,33,4,23,36,24,15,18,25,2,35,16
6191,30,14,18,13,26,21,9,25,8,2,28,23
6192,34,4,14,2,22,31,15,18,25,3,17,12
6193,19,21,28,32,12,8,4,7,34,14,27,29
6194,11,28,32,22,9,26,17,19,8,4,27,10
6195,13,31,6,11,4,17,36,1,14,10,7,19
6196,23,27,33,35,3,28,18,26,13,17,21,11
6197,7,17,34,27,21,30,10,18,36,26,4,14
6198,5,21,26,12,10,9,20,7,13,4,22,19
6199,17,25,19,9,20,10,15,13,28,22,27,33
6200,8,4,16,17,10,21,36,35,5,23,34,22
6201,8,17,7,23,24,26,25,32,34,36,13,6
6202,18,33,4,6,13,31,23,32,7,2,26,25
6203,7,16,17,33,36,21,25,9,32,19,27,34
6204,32,29,12,18,30,27,10,34,14,16,33,21
6205,6,32,33,16,11,12,8,3,4,2,29,10
6206,29,22,2,24,13,9,8,17,5,32,21,31
6207,9,1,10,25,24,29,7,32,34,11,23,19
6208,19,8,14,28,30,26,33,35,7,17,20,13
6209,8,29,20,15,6,4,28,24,25,16,12,14
6210,35,21,29,12,17,15,36,18,25,31,16,34
6211,23,9,15,28,13,18,2,27,16,33,22,19
6212,31,35,36,23,29,22,3,14,12,4,25,10
6213,10,4,3,25,28,36,33,9,34,15,6,21
6214,25,8,27,33,2,34,14,20,28,10,30,11
6215,12,18,33,7,27,8,14,28,21,22,2,23
6216,23,32,24,22,5,21,12,34,31,15,19,6
6217,2,36,30,9,26,19,3,33,18,12,6,31
6218,6,3,33,11,27,1,24,5,7,14,25,28
6219,3,36,26,31,25,29,15,18,19,5,16,2
6220,18,20,35,28,10,16,4,30,29,6,7,25
6221,25,13,4,26,15,36,7,21,11,16,3,8
6222,3,35,16,14,13,25,21,6,34,20,28,1
6223,28,18,33,13,24,22,4,20,23,5,21,16
6224,34,26,5,15,29,36,6,16,13,25,11,24
6225,33,17,27,32,26,36,31,1,20,30,25,6
6226,11,13,14,16,6,29,20,18,36,8,28,12
6227,5,17,25,23,26,14,32,6,30,18,10,24
6228,9,2,17,30,29,4,5,8,6,3,21,1
6229,8,1,27,22,24,31,6,9,28,7,3,11
6230,35,13,23,32,33,25,4,20,9,21,18,1
6231,4,25,18,9,11,21,2,29,35,22,23,28
6232,13,20,6,23,19,33,25,34,11,32,35,8
6233,32,29,24,19,7,4,2,36,35,25,9,27
6234,6,24,8,22,7,15,36,29,26,16,28,13
6235,25,36,10,23,27,31,34,22,35,20,12,3
6236,13,30,21,10,2,31,14,4,27,35,12,11
6237,31,4,32,14,13,3,21,15,2,25,10,11
6238,6,7,18,26,27,16,14,32,19,23,5,17
6239,6,21,14,22,12,4,9,15,36,33,13,34
6240,36,7,31,28,18,5,15,23,21,13,8,1
6241,13,32,19,7,3,9,14,12,29,35,25,23
6242,17,30,8,7,29,2,31,24,20,11,19,32
6243,27,7,1,8,21,6,36,28,3,5,11,4
6244,15,29,13,18,27,3,14,33,17,26,28,36
6245,12,35,24,14,31,10,34,8,32,7,26,36
6246,36,32,30,16,35,1,12,10,8,11,19,2
6247,1,6,15,26,17,7,35,4,34,10,8,28
6248,1,3,7,2,22,34,35,14,33,25,24,19
6249,10,35,16,31,36,19,3,6,8,1,26,7
6250,33,24,4,28,14,3,23,29,16,18,13,36
6251,3,18,31,1,28,16,12,5,29,4,32,6
6252,12,29,22,23,32,25,9,14,20,27,21,7
6253,26,20,12,5,10,25,3,2,18,14,28,22
6254,11,29,1,14,21,28,15,12,24,16,3,4
6255,4,16,15,21,35,18,22,19,7,27,6,14
6256,26,6,32,20,15,12,21,33,34,27,13,16
6257,12,32,4,20,36,11,6,22,8,7,30,16
6258,28,13,17,9,32,34,23,27,22,10,24,25
6259,19,9,7,17,25,1,31,2,32,20,5,30
6260,11,3,34,4,9,13,16,10,8,18,7,29
6261,9,29,8,32,36,30,1,22,17,19,7,16
6262,31,24,17,6,23,33,13,35,27,1,3,36
6263,18,14,1,17,10,24,23,33,6,32,30,15
6264,28,4,35,11,24,20,12,1,7,27,16,33
6265,7,28,12,23,31,8,3,9,27,33,26,14
6266,15,21,4,20,29,19,3,10,12,2,31,8
6267,17,13,12,25,31,2,14,19,29,6,26,34
6268,3,9,26,27,23,31,12,30,16,25,8,7
6269,25,9,28,35,4,26,18,12,16,11,24,1
6270,7,18,24,25,31,14,29,34,12,20,36,26
6271,4,20,19,16,28,27,23,32,21,15,5,8
6272,35,8,16,27,25,23,1,21,29,2,20,17
6273,25,10,8,35,9,16,24,20,36,2,21,12
6274,16,3,22,5,8,19,13,29,26,6,25,1
6275,16,8,10,24,28,34,18,14,5,17,20,35
6276,32,24,28,2,36,27,9,19,8,21,13,23
6277,20,29,13,22,23,14,8,21,15,36,27,7
6278,25,8,5,16,28,21,34,9,33,14,20,12
6279,17,21,24,12,14,19,20,11,22,29,6,28
6280,3,14,36,18,4,7,30,5,22,2,19,6
6281,20,19,3,21,29,14,27,35,36,15,32,2
6282,27,9,10,29,28,19,15,5,30,8,14,11
6283,20,36,19,24,30,10,2,26,12,5,18,23
6284,30,19,20,10,31,9,21,14,34,5,23,18
6285,25,23,18,32,22,2,6,27,21,20,11,28
6286,11,20,1,22,17,24,16,4,25,3,14,29
6287,28,17,14,2,32,6,9,31,27,24,11,13
6288,16,7,29,23,25,9,18,30,22,34,33,11
6289,26,33,27,16,30,28,24,15,23,35,4,25
6290,31,11,3,36,20,17,9,32,1,27,26,5
6291,1,3,20,27,11,4,18,9,2,32,31,14
6292,8,7,35,10,3,16,28,11,9,33,18,12
6293,28,15,24,5,1,35,32,22,17,34,14,2
6294,20,10,12,36,29,21,7,35,5,15,25,17
6295,1,15,30,27,7,35,24,32,13,29,33,25
6296,5,27,22,4,3,9,31,13,18,1,32,8
6297,17,36,6,5,3,29,35,12,8,23,21,11
6298,7,14,25,34,11,6,33,24,28,29,1,18
6299,32,21,15,24,27,34,26,2,9,12,23,28
6300,19,32,17,27,31,15,1,33,28,26,11,20
6301,18,33,25,34,29,26,7,9,11,32,23,31
6302,19,14,18,15,17,29,26,11,27,25,32,28
6303,17,36,34,24,23,31,5,8,29,6,3,27
6304,2,3,23,5,12,9,7,1,15,16,11,21
6305,2,9,5,29,1,35,26,28,25,19,14,32
6306,4,33,10,30,24,1,35,31,16,7,9,6
6307,24,33,2,4,29,9,20,16,26,7,12,28
6308,32,28,4,12,18,1,15,2,33,27,35,3
6309,24,5,33,23,29,22,21,10,25,7,17,15
6310,19,27,4,29,16,1,36,32,34,31,35,15
6311,5,28,8,9,31,17,25,26,21,19,3,1
6312,29,5,34,22,36,14,26,2,15,30,4,20
6313,7,10,25,22,20,27,9,24,36,17,8,5
6314,33,1,11,30,31,13,10,24,34,5,27,21
6315,6,9,13,35,5,23,20,2,21,26,17,30
6316,22,9,23,16,10,26,12,18,13,20,31,8
6317,12,23,29,33,32,34,16,17,25,15,24,14
6318,17,24,8,34,2,33,11,10,21,26,35,9
6319,4,35,15,16,8,33,19,14,25,5,1,2
6320,30,2,3,19,27,9,5,1,7,8,31,23
6321,13,6,35,12,9,1,17,20,26,33,25,32
6322,16,5,7,36,11,3,18,28,4,32,23,21
6323,16,5,30,7,22,36,14,29,15,9,1,20
6324,22,36,7,23,31,11,3,5,33,1,27,15
6325,25,5,7,17,19,8,24,28,16,33,13,26
6326,20,23,2,28,33,35,27,30,21,22,4,12
6327,22,8,23,4,9,15,11,14,10,18,32,33
6328,30,8,15,31,24,12,4,7,34,18,9,14
6329,20,9,36,11,14,8,24,22,3,16,12,35
6330,36,34,24,23,29,15,16,21,17,1,27,5
6331,33,7,35,31,6,18,32,13,15,27,1,20
6332,4,2,7,23,10,24,15,8,11,17,1,21
6333,25,31,28,9,32,24,34,23,1,19,26,12
6334,16,10,13,6,31,21,23,29,35,5,34,3
6335,34,11,29,19,31,13,7,8,30,24,36,5
6336,14,12,19,20,8,9,30,26,21,32,7,4
6337,25,2,13,3,33,8,12,7,18,31,16,28
6338,23,3,20,7,2,15,24,5,27,21,17,16
6339,36,6,35,33,10,20,19,30,34,4,22,5
6340,9,11,13,12,19,36,16,4,18,5,2,25
6341,6,4,23,22,12,8,1,29,21,17,27,26
6342,20,16,7,30,6,10,21,29,1,4,23,31
6343,27,24,7,12,30,16,33,14,35,29,3,23
6344,2,14,4,25,17,7,1,5,32,36,13,23
6345,9,3,34,4,5,32,1,20,6,29,11,17
6346,12,13,11,16,17,23,34,7,2,36,18,19
6347,16,9,15,35,29,20,4,14,34,1,11,12
6348,6,29,5,33,7,23,20,14,8,18,12,27
6349,19,34,14,24,10,12,9,2,28,30,16,13
6350,1,10,14,7,26,27,15,11,35,30,13,17
6351,11,17,10,34,5,29,36,35,1,12,25,26
6352,26,24,35,20,17,14,27,4,30,9,25,6
6353,4,26,22,3,13,9,28,1,16,35,25,2
6354,22,26,10,32,23,31,28,36,1,9,16,34
6355,29,27,14,15,30,20,8,7,1,12,3,19
6356,8,35,3,4,7,6,16,26,30,28,2,10
6357,6,14,20,8,7,29,28,5,13,27,34,17
6358,35,18,25,28,33,27,9,36,26,16,22,6
6359,25,31,32,11,9,23,2,15,13,28,1,7
6360,9,5,11,30,23,21,25,13,12,2,20,32
6361,24,36,3,18,12,6,15,5,35,13,2,21
6362,32,30,7,21,31,14,8,16,26,36,6,33
6363,4,5,29,33,15,12,1,11,16,20,17,19
6364,24,33,22,36,35,4,17,29,3,7,25,14
6365,28,9,5,23,10,30,31,15,19,27,8,34
6366,34,26,1,2,15,27,6,14,24,18,33,30
6367,22,8,17,25,13,15,5,19,30,28,21,11
6368,20,15,16,8,35,10,31,18,5,4,33,2
6369,24,27,32,31,4,20,34,19,18,2,22,8
6370,2,4,30,28,18,24,33,10,29,35,23,7
6371,1,8,6,30,3,29,10,22,12,2,7,20
6372,28,29,9,12,24,7,30,16,26,17,33,13
6373,20,10,29,6,7,18,2,8,33,15,32,35
6374,26,35,18,8,15,7,10,23,33,5,13,36
6375,31,15,33,14,3,21,20,25,22,16,19,7
6376,13,4,26,30,31,21,10,7,36,15,35,8
6377,7,32,20,16,31,18,1,29,21,13,17,24
